
running 2776 tests
test statusline_tests::classify_pr_credit_rejects_unrelated_merged_pr_metadata ... ok
test statusline_tests::commit_subject_references_id_matches_origin_id ... ok
test statusline_tests::client_trailer_guard_refusal_names_each_dead_reference ... ok
test statusline_tests::coverage_all_exempt_diff_passes_vacuously ... ok
test statusline_tests::coverage_attribution_commit_trailer_floor ... ok
test statusline_tests::coverage_attribution_file_level_module_anchor ... ok
test statusline_tests::coverage_attribution_in_hunk_anchor ... ok
test statusline_tests::coverage_dead_anchor_does_not_count ... ok
test statusline_tests::coverage_attribution_proximity_anchor_above_only ... ok
test statusline_tests::coverage_file_classifier_exemptions ... ok
test statusline_tests::coverage_hunk_classifier_exemptions ... ok
test statusline_tests::coverage_exempt_files_drop_from_denominator ... ok
test statusline_tests::coverage_uncovered_coverable_hunk_is_reported ... ok
test statusline_tests::cwd_removed_warning_fires_only_for_a_dangling_cwd ... ok
test statusline_tests::detect_cargo_target_dir_only_when_present ... ok
test statusline_tests::coverage_diff_parser_splits_hunks_and_files ... ok
test statusline_tests::discover_plan_context_merges_multiple_owning_plans ... ok
test statusline_tests::doc_coverage_selects_completed_since_tag_without_doc ... ok
test statusline_tests::effective_role_defaults_to_implementer_when_unset ... ok
test statusline_tests::empty_phase1_lookup_only_definitive_when_branch_absent ... ok
test statusline_tests::entry_scope_session_match_decision_table ... ok
test statusline_tests::extract_acceptance_section_aliases ... ok
test statusline_tests::extract_acceptance_section_basic ... ok
test statusline_tests::extract_acceptance_section_empty_body ... ok
test statusline_tests::extract_pr_number_from_commit_subject_shapes ... ok
test statusline_tests::extract_spec_ids_collects_all_paren_groups ... ok
test statusline_tests::extract_spec_ids_from_commit_subject ... ok
test statusline_tests::extract_spec_ids_robust_multi_spec_prose_trailer ... ok
test statusline_tests::extract_trace_line_spec_ids_resolves_body_trace_markers ... ok
test statusline_tests::extract_verification_commands_keeps_fenced_non_tool_lines ... ok
test statusline_tests::fan_out_batch_excludes_low_tail_and_non_approved ... ok
test statusline_tests::fan_out_epic_selects_by_parent_tag ... ok
test statusline_tests::fan_out_explicit_list_order_and_unknown ... ok
test statusline_tests::fan_out_explicit_case_insensitive ... ok
test statusline_tests::fan_out_include_low_keeps_low_priority ... ok
test statusline_tests::freshness_all_aligned_is_fresh ... ok
test statusline_tests::freshness_cache_mismatch_is_stale_even_when_origin_fresh ... ok
test statusline_tests::freshness_direction_unknown_is_unknown ... ok
test statusline_tests::freshness_label_mapping ... ok
test statusline_tests::freshness_local_ahead_of_origin_is_fresh ... ok
test statusline_tests::freshness_local_lags_origin_is_behind ... ok
test statusline_tests::freshness_missing_cache_sha_is_stale ... ok
test statusline_tests::freshness_no_last_fetch_is_unknown ... ok
test statusline_tests::freshness_no_local_store_is_no_store ... ok
test statusline_tests::freshness_stale_fetch_is_unknown ... ok
test statusline_tests::gh_spawn_error_blames_the_missing_cwd_not_the_binary ... ok
test statusline_tests::humanize_age_secs_buckets ... ok
test statusline_tests::humanize_size_buckets ... ok
test statusline_tests::is_review_session_branch_recognizes_review_branches ... ok
test statusline_tests::is_terminal_status_buckets ... ok
test statusline_tests::import_plan_flag_parses ... ok
test statusline_tests::detect_spec_id_from_filename_finds_type_n ... ok
test statusline_tests::lags_equal_shas_returns_false ... ok
test session_end_resolution_tests::single_active_with_yes_resolves ... ok
test statusline_tests::lags_diverged_returns_true ... ok
test statusline_tests::lease_aged_dormant_becomes_stale ... ok
test statusline_tests::lease_fresh_dormant ... ok
test statusline_tests::lease_missing_worktree_is_stale ... ok
test statusline_tests::lease_state_renders ... ok
test statusline_tests::lease_with_live_claude_is_live ... ok
test statusline_tests::lease_without_cargo_target_dir_deserializes ... ok
test statusline_tests::lease_without_pr_fields_deserializes ... ok
test statusline_tests::move_to_absolute_position_places_at_requested_slot ... ok
test statusline_tests::parent_project_root_for_session_none_for_legacy_lease ... ok
test statusline_tests::parent_project_root_for_session_none_when_no_lease ... ok
test statusline_tests::parent_project_root_for_session_returns_recorded_parent ... ok
test statusline_tests::parse_pr_metadata_json_github_shape ... ok
test statusline_tests::parse_pr_metadata_json_gitlab_shape ... ok
test statusline_tests::parse_pr_metadata_json_missing_fields_yield_none ... ok
test statusline_tests::parse_review_story_pr_number_shapes ... ok
test statusline_tests::parse_session_env_handles_unquoted_value ... ok
test statusline_tests::parse_session_env_roundtrips_with_render ... ok
test statusline_tests::parse_session_env_skips_noise ... ok
test statusline_tests::parse_session_env_unquotes_close_reopen_escape ... ok
test statusline_tests::parse_spec_id_from_add_output_handles_known_shapes ... ok
test statusline_tests::pick_credited_spec_returns_dispatched_when_credited ... ok
test statusline_tests::pick_credited_spec_returns_none_when_no_spec_credited ... ok
test statusline_tests::pick_credited_spec_returns_other_when_dispatched_absent ... ok
test statusline_tests::plan_capture_handles_empty_pr ... ok
test statusline_tests::plan_capture_parses_pr_arg ... ok
test statusline_tests::plan_capture_synthesizes_verifiable_plan ... ok
test statusline_tests::plan_critical_files_parse ... ok
test statusline_tests::plan_followups_drops_sentinel_bullets ... ok
test statusline_tests::plan_followups_keeps_angle_brackets_drops_placeholder ... ok
test statusline_tests::plan_followups_parse_basic ... ok
test statusline_tests::plan_followups_parse_edges ... ok
test statusline_tests::plan_helpers_scan_trace_graph ... ok
test statusline_tests::plan_review_warning_fires_only_on_pending_tag ... ok
test statusline_tests::plan_verification_parse ... ok
test statusline_tests::lags_unknown_sha_returns_none ... ok
test session_end_resolution_tests::unresolvable_lists_active_leases ... ok
test statusline_tests::plan_verify_path_heuristics ... ok
test statusline_tests::lags_local_ahead_returns_false ... ok
test statusline_tests::position_after_picks_midpoint_when_gapped ... ok
test statusline_tests::bg_worker_records_error_on_missing_remote ... ok
test statusline_tests::preplan_scan_renders_all_sections ... ok
test statusline_tests::preplan_scan_flags_stale_assumptions ... ok
test statusline_tests::plan_verify_symbols_on_line ... ok
test statusline_tests::queue_move_target_not_in_queue_errors ... ok
test statusline_tests::queue_move_target_ok_for_in_queue_non_terminal ... ok
test statusline_tests::queue_move_target_terminal_errors_with_force_hint ... ok
test statusline_tests::queue_move_to_absolute_slot_promotes_last_item_to_head ... ok
test statusline_tests::plan_verify_locate_symbol_line ... ok
test statusline_tests::referenced_specs_disjoint_from_delivered_within_one_commit ... ok
test statusline_tests::referenced_specs_skip_code_like_body_lines ... ok
test statusline_tests::render_session_env_file_quotes_path ... ok
test statusline_tests::requirement_missing_acceptance_scope ... ok
test statusline_tests::reserved_paths_file_parses_reservations_array ... ok
test statusline_tests::resolve_human_only_spike_defaults_human_only_override_respected ... ok
test statusline_tests::review_forge_override_parsing ... ok
test statusline_tests::review_forge_refspec ... ok
test statusline_tests::review_scope_parsing ... ok
test statusline_tests::role_picker_option_drops_purpose_when_no_room ... ok
test statusline_tests::role_picker_option_no_purpose_has_no_separator ... ok
test statusline_tests::queue_move_force_flag_parses ... ok
test statusline_tests::role_picker_option_shows_name_scope_recency_and_purpose ... ok
test statusline_tests::role_segment_general_purpose_session_is_not_warned ... ok
test statusline_tests::role_segment_matching_state_is_unchanged ... ok
test statusline_tests::role_picker_option_truncates_to_width ... ok
test statusline_tests::role_segment_no_active_session ... ok
test statusline_tests::role_segment_warning_disabled_suppresses_mismatch ... ok
test statusline_tests::scope_fallback_decision_table ... ok
test statusline_tests::scope_label_truncates_to_budget ... ok
test statusline_tests::sess_anchor_hidden_when_redundant ... ok
test statusline_tests::sess_anchor_shown_on_scope_divergence ... ok
test statusline_tests::sess_anchor_shown_when_batch_suffix_present ... ok
test statusline_tests::role_segment_mismatch_surfaces_both ... ok
test statusline_tests::sess_label_fits ... ok
test statusline_tests::sess_label_no_suffix ... ok
test statusline_tests::sess_label_pathological_long_suffix ... ok
test statusline_tests::sess_label_truncates_scope_keeps_suffix ... ok
test statusline_tests::sess_segment_label_truncation ... ok
test statusline_tests::sess_suffix_batched_branch ... ok
test statusline_tests::queue_move_to_top_alias_parses ... ok
test statusline_tests::sess_suffix_empty_scope_returns_empty ... ok
test statusline_tests::sess_suffix_freeform_branch ... ok
test statusline_tests::sess_suffix_matches_scope_slug_returns_empty ... ok
test statusline_tests::lags_local_behind_returns_true ... ok
test statusline_tests::plan_verify_marked_new_annotation ... ok
test statusline_tests::session_enforcement_parsing ... ok
test statusline_tests::sha_prefix_match_case_insensitive ... ok
test statusline_tests::session_activity_dedupes_consecutive_repeats ... ok
test statusline_tests::sha_prefix_match_different_shas ... ok
test statusline_tests::sha_prefix_match_empty_strings ... ok
test statusline_tests::sha_prefix_match_full_vs_short ... ok
test statusline_tests::spec_id_shape_recognition ... ok
test statusline_tests::status_advance_authority_gate_covers_draft_and_needs_attention_sources ... ok
test statusline_tests::squash_body_yields_folded_child_completion_trailers ... ok
test statusline_tests::status_advance_requires_advisor_authority_parity_with_oracle ... ok
test statusline_tests::status_authority_gate_covers_approved_and_beyond ... ok
test statusline_tests::status_requires_advisor_authority_parity_with_oracle ... ok
test statusline_tests::strip_ansi_color_basic ... ok
test statusline_tests::statusline_role_mismatch_config_parsing ... ok
test statusline_tests::test_ultraplan_success_message_contains_stdout_hint ... ok
test statusline_tests::trace_gate_flags_nonexistent_and_rejected_references ... ok
test statusline_tests::trace_gate_passes_when_all_references_live ... ok
test statusline_tests::trace_gate_reports_every_id_in_a_multi_spec_trailer ... ok
test statusline_tests::ultraplan_comments_section_empty_is_none ... ok
test statusline_tests::ultraplan_json_includes_reservations_array ... ok
test statusline_tests::ultraplan_prompt_assembly ... ok
test statusline_tests::session_aggregation_dedupes_and_promotes ... ok
test statusline_tests::ultraplan_prompt_includes_comments ... ok
test statusline_tests::ultraplan_prompt_includes_reserved_namespaces ... ok
test statusline_tests::ultraplan_prompt_sibling_truncation ... ok
test statusline_tests::session_activity_dedupes_lru_across_interleaving ... ok
test statusline_tests::wt_segment_hidden_for_auto_named_worktree ... ok
test statusline_tests::wt_segment_shown_on_divergence ... ok
test statusline_tests::write_session_env_file_creates_aida_dir_if_needed ... ok
test store_walkup_tests::aida_quiet_honors_only_real_optin_values ... ok
test store_walkup_tests::aida_store_override_accepts_dir_with_objects ... ok
test store_walkup_tests::aida_store_override_rejects_non_store_paths ... ok
test store_walkup_tests::aida_store_override_reports_reason_for_unusable ... ok
test store_walkup_tests::detect_distributed_store_resolves_relative_to_config_dir ... ok
test store_walkup_tests::detect_distributed_store_returns_none_when_absent ... ok
test statusline_tests::queue_move_absolute_flags_parse ... ok
test store_walkup_tests::detect_distributed_store_resolves_sibling_store_outside_repo ... ok
test store_walkup_tests::detect_distributed_store_walks_up_from_subdir ... ok
test store_walkup_tests::detect_multi_repo_returns_none_for_single_repo_store ... ok
test store_walkup_tests::legacy_config_does_not_declare_distributed ... ok
test store_walkup_tests::detect_multi_repo_returns_others_for_workspace_with_two_repos ... ok
test store_walkup_tests::sibling_store_config_declares_distributed_mode ... ok
test story_127_antipattern_detectors::cross_role_excludes_only_the_ending_role ... ok
test story_127_antipattern_detectors::cross_role_is_sorted_by_role_name ... ok
test story_127_antipattern_detectors::cross_role_lists_other_roles_with_waiting_work ... ok
test story_127_antipattern_detectors::cross_role_with_unknown_ending_role_includes_all_waiting ... ok
test story_127_antipattern_detectors::local_main_at_origin_is_false_when_a_sha_is_unknown_or_empty ... ok
test story_127_antipattern_detectors::local_main_at_origin_is_true_only_when_shas_match ... ok
test story_127_antipattern_detectors::pr_number_from_scope_parses_pr_and_mr_forms ... ok
test story_127_antipattern_detectors::pull_noop_quiet_note_when_no_pending_review ... ok
test story_127_antipattern_detectors::pull_noop_warns_loudly_when_reviewer_lease_on_unmerged_pr ... ok
test story_127_antipattern_detectors::pull_that_advanced_never_warns ... ok
test story_127_antipattern_detectors::release_does_not_warn_with_no_open_prs ... ok
test story_127_antipattern_detectors::release_warns_for_a_single_unmerged_pr ... ok
test story_127_antipattern_detectors::release_warns_for_multiple_unmerged_prs_sorted_and_deduped ... ok
test story_127_antipattern_detectors::session_end_warning_is_none_when_nothing_waiting ... ok
test story_127_antipattern_detectors::session_end_warning_renders_singular_and_plural ... ok
test statusline_tests::session_activity_three_specs_lifecycle_points_at_last ... ok
test store_walkup_tests::distributed_declared_but_worktree_missing_is_detectable ... ok
test story_255_discipline_pack_tests::discipline_pack_lands_under_docs_aida_namespace ... ok
test story_255_discipline_pack_tests::drift_empty_dir_reports_all_missing ... ok
test statusline_tests::test_ultraplan_copy_flag ... ok
test story_255_discipline_pack_tests::discipline_pack_scaffolds_full_set ... ok
test story_255_discipline_pack_tests::ecosystem_watch_scaffold_writes_with_todays_date_and_is_idempotent ... ok
test story_255_discipline_pack_tests::memory_disposition_classifies_pristine_edited_and_user ... ok
test story_255_discipline_pack_tests::memory_focus_filter_loads_universal_plus_matching_subsystem ... ok
test story_255_discipline_pack_tests::drift_rows_carry_labels_and_descriptions ... ok
test story_255_discipline_pack_tests::drift_classifies_missing_stale_edited_and_user_owned ... ok
test story_255_discipline_pack_tests::memory_pack_focus_scopes_written_files ... ok
test story_255_discipline_pack_tests::parser_is_line_ending_agnostic_crlf_and_cr ... ok
test story_284_store_sync_tests::allocation_retry_max_defaults_to_three ... ok
test story_284_store_sync_tests::allocation_retry_max_ignores_zero_and_negative_values ... ok
test story_255_discipline_pack_tests::drift_freshly_scaffolded_dir_is_current ... ok
test story_255_discipline_pack_tests::memory_pack_writes_marked_files_with_marker_and_checksum ... ok
test story_284_store_sync_tests::collision_recovery_message_is_paste_ready ... ok
test story_284_store_sync_tests::allocation_retry_max_reads_store_allocation_section ... ok
test story_284_store_sync_tests::missing_config_defaults_to_manual ... ok
test story_284_store_sync_tests::invalid_auto_push_reports_file_line_and_valid_values ... ok
test story_284_store_sync_tests::spec_id_collision_scan_detects_same_id_different_uuid ... ok
test story_284_store_sync_tests::spec_id_collision_scan_ignores_single_claimant ... ok
test story_363_handoff_tests::render_advisor_handoff_has_frontmatter_and_five_sections ... ok
test story_363_handoff_tests::render_advisor_handoff_quotes_focus_with_special_chars_in_frontmatter ... ok
test story_284_store_sync_tests::parses_supported_auto_push_modes ... ok
test story_405_advisor_activity_tests::activity_reader_ignores_malformed_lines_filters_and_sorts_newest_first ... ok
test story_405_advisor_activity_tests::parses_minimal_pr_ship_activity_event ... ok
test story_255_discipline_pack_tests::memory_pack_refresh_overlays_pristine_skips_edited ... ok
test story_423_asciinema_tests::canonical_asciinema_flags_parse_as_top_level_wrapper ... ok
test story_423_asciinema_tests::cast_timestamp_format_has_hhmmss_and_no_colons ... ok
test story_423_asciinema_tests::assess_intake_and_advisor_assess_all_reach_assess ... ok
test story_423_asciinema_tests::default_title_is_inner_aida_command ... ok
test story_423_asciinema_tests::shell_command_quotes_spaces_and_single_quotes ... ok
test story_423_asciinema_tests::cast_slug_is_windows_safe_and_truncated_visibly ... ok
test story_423_asciinema_tests::strip_wrapper_flags_preserves_inner_command ... ok
test story_423_asciinema_tests::list_lens_aliases_rewrite_to_canonical_commands ... ok
test story_423_asciinema_tests::task_777_fasttrack_parses_with_default_and_override_type ... ok
test story_429_auto_rebase_tests::allow_stale_base_preempts_auto_rebase ... ok
test story_429_auto_rebase_tests::fully_headless_first_stale_base_attempts_auto_rebase ... ok
test story_429_auto_rebase_tests::human_permitted_mode_does_not_auto_rebase ... ok
test story_429_auto_rebase_tests::opt_out_preserves_story_281_refuse_and_park ... ok
test story_429_auto_rebase_tests::recursive_stale_base_hits_retry_limit ... ok
test store_walkup_tests::detect_distributed_store_resolves_from_sibling_worktree ... ok
test story_441_archive_config_tests::auto_archive_enabled_env_flag_respects_opt_out ... ok
test story_441_archive_config_tests::read_archive_config_absent_returns_none ... ok
test story_441_archive_config_tests::read_archive_config_at_seven_passes_through ... ok
test story_441_archive_config_tests::read_archive_config_missing_section_returns_none ... ok
test story_441_archive_config_tests::read_archive_config_clamps_below_seven_days ... ok
test story_452_remote_activity_tests::parse_remote_branch_commits_strips_prefix_and_skips_head ... ok
test story_452_remote_activity_tests::parse_remote_branch_commits_tolerates_bad_dates ... ok
test story_441_archive_config_tests::read_archive_config_returns_configured_days ... ok
test story_456_status_worktrees_tests::infer_tied_spec_falls_back_to_branch_name ... ok
test story_456_status_worktrees_tests::infer_tied_spec_prefers_lease_scope ... ok
test story_452_remote_activity_tests::parsed_commits_feed_inference ... ok
test story_456_status_worktrees_tests::open_pr_next_step_distinguishes_ci_from_merge_from_review ... ok
test story_456_status_worktrees_tests::parse_recently_merged_prs_handles_garbage ... ok
test story_456_status_worktrees_tests::parse_recently_merged_prs_reads_gh_json ... ok
test story_456_status_worktrees_tests::obsolete_when_all_signals_quiet ... ok
test story_456_status_worktrees_tests::skips_main_and_store_worktrees ... ok
test story_456_status_worktrees_tests::tied_when_commits_ahead ... ok
test story_456_status_worktrees_tests::tied_when_lease_covers_it ... ok
test story_423_asciinema_tests::story_451_effort_flags_and_load_aliases_parse ... ok
test story_456_status_worktrees_tests::truncate_for_width_cuts_and_keeps_short ... ok
test story_462_doctor_tests::classify_ancestor_of_main_remote_branch_is_safe_to_delete ... ok
test story_462_doctor_tests::classify_no_merge_signal_remote_branch_is_kept ... ok
test story_462_doctor_tests::classify_open_pr_remote_branch_is_excluded ... ok
test story_462_doctor_tests::classify_protected_remote_branch_is_excluded ... ok
test story_462_doctor_tests::classify_squash_merged_remote_branch_is_safe_to_delete ... ok
test story_462_doctor_tests::classify_terminal_spec_remote_branch_is_safe_to_delete ... ok
test story_462_doctor_tests::classify_unique_unmerged_remote_branch_is_kept ... ok
test story_462_doctor_tests::confirm_doctor_category_declines_in_non_interactive_shell ... ok
test story_456_status_worktrees_tests::tied_when_open_pr_present ... ok
test story_462_doctor_tests::doctor_category_aliases_normalize ... ok
test story_462_doctor_tests::doctor_category_selected_honours_filter ... ok
test story_462_doctor_tests::doctor_check_and_heal_subcommands_parse ... ok
test story_429_auto_rebase_tests::clean_auto_rebase_proceeds_without_retrying_preflight ... ok
test story_462_doctor_tests::doctor_default_flags_parse_without_subcommand ... ok
test store_walkup_tests::sandbox_create_and_seed_round_trip ... ok
test story_284_store_sync_tests::auto_push_failure_is_non_fatal_for_per_write_and_session_end ... ok
test story_462_doctor_tests::doctor_heals_in_progress_without_lease_back_to_approved ... ok
test story_462_doctor_tests::doctor_heals_orphan_queue_entries ... ok
test story_462_doctor_tests::doctor_orphan_queue_aliases_normalize ... ok
test story_462_doctor_tests::doctor_skips_stale_in_progress_orphan_finding_after_manual_fix ... ok
test story_462_doctor_tests::heal_doctor_lease_is_idempotent_when_lease_already_gone ... ok
test story_462_doctor_tests::integrity_all_expands_historical_tail ... ok
test story_462_doctor_tests::integrity_collapses_historical_tail_by_default ... ok
test story_462_doctor_tests::integrity_done_specs_are_not_flagged ... ok
test story_462_doctor_tests::doctor_detects_orphan_queue_entries ... ok
test story_462_doctor_tests::doctor_detects_and_heals_stale_cache_lock_info ... ok
test story_462_doctor_tests::integrity_excludes_non_code_spec_types ... ok
test story_462_doctor_tests::integrity_flags_completed_spec_without_any_reference ... ok
test story_462_doctor_tests::integrity_heal_reopens_completed_to_done ... ok
test story_462_doctor_tests::integrity_ignores_aida_store_bookkeeping_commits ... ok
test story_462_doctor_tests::is_legacy_store_cruft_path_matches_top_level_only ... ok
test story_462_doctor_tests::is_store_tracked_runtime_path_matches_per_clone_runtime ... ok
test story_462_doctor_tests::legacy_doctor_subcommands_still_parse ... ok
test story_462_doctor_tests::integrity_trace_comment_corroborates ... ok
test story_462_doctor_tests::integrity_since_exempts_legacy_specs ... ok
test story_462_doctor_tests::normalize_doctor_category_accepts_completed_without_commit ... ok
test story_462_doctor_tests::normalize_doctor_category_accepts_dead_agents ... ok
test story_462_doctor_tests::normalize_doctor_category_accepts_legacy_store_cruft ... ok
test story_462_doctor_tests::normalize_doctor_category_accepts_stale_remote_branches ... ok
test story_462_doctor_tests::normalize_doctor_category_accepts_store_tracked_runtime ... ok
test story_462_doctor_tests::parse_trace_id_token_extracts_spec_id ... ok
test story_462_doctor_tests::salvage_component_sanitizes_path_like_values ... ok
test story_462_doctor_tests::legacy_store_cruft_is_noop_without_orphan_branch ... ok
test story_462_doctor_tests::spec_id_from_work_branch_derives_spec_id ... ok
test story_462_doctor_tests::salvage_worktree_patch_writes_diff_before_cleanup ... ok
test story_462_doctor_tests::store_tracked_runtime_is_noop_without_store_worktree ... ok
test story_462_doctor_tests::detects_and_heals_legacy_store_cruft_on_git_canonical_project ... ok
test story_462_doctor_tests::legacy_store_cruft_is_noop_on_centralized_project ... ok
test story_462_doctor_tests::doctor_detects_and_reaps_dead_agent_registry_entry ... ok
test story_49_store_drift_tests::aligned_when_paired_equals_current ... ok
test story_49_store_drift_tests::drift_when_paired_differs_from_current ... ok
test story_49_store_drift_tests::no_verdict_when_both_absent ... ok
test story_49_store_drift_tests::no_verdict_without_a_current_store_head ... ok
test story_49_store_drift_tests::no_verdict_without_a_paired_sha ... ok
test story_49_store_drift_tests::whitespace_around_shas_is_ignored ... ok
test story_569_review_brief_tests::file_zen_review_brief_short_circuits ... ok
test story_569_review_brief_tests::pending_brief_exists_counts_only_unacked_md ... ok
test story_462_doctor_tests::detects_and_heals_store_tracked_runtime_on_git_canonical_project ... ok
test story_582_processing_record_tests::add_processing_record_is_idempotent_on_commit_sha ... ok
test story_582_processing_record_tests::build_processing_record_falls_back_with_no_artifacts ... ok
test story_582_processing_record_tests::build_processing_record_promotes_verdict ... ok
test story_582_processing_record_tests::latest_brief_for_spec_prefers_newest_and_reads_generated_by ... ok
test story_582_processing_record_tests::parse_pr_number_from_url_github_and_gitlab ... ok
test story_582_processing_record_tests::redact_secrets_collapses_known_token_shapes ... ok
test story_611_human_alias_tests::action_aliases_need_storage_so_fall_through_to_main_dispatch ... ok
test story_611_human_alias_tests::presence_unblock_verbs_need_no_storage ... ok
test tags_replace_warning_tests::empty_new_set_renders_none ... ok
test tags_replace_warning_tests::no_warning_when_set_unchanged ... ok
test tags_replace_warning_tests::warns_with_sorted_old_and_new_on_clobber ... ok
test task_0414_statusline_setup::claude_block_command_is_posix_and_canonical ... ok
test task_0414_statusline_setup::install_creates_settings_when_absent ... ok
test task_0414_statusline_setup::install_merges_and_preserves_existing_keys ... ok
test task_0414_statusline_setup::install_refuses_invalid_json ... ok
test story_569_review_brief_tests::review_brief_agent_default_disable_and_override ... ok
test task_250_review_state_tests::local_state_approved_review_story_is_not_in_progress ... ok
test task_250_review_state_tests::local_state_in_progress_via_lease ... ok
test task_250_review_state_tests::local_state_in_progress_via_review_story ... ok
test task_250_review_state_tests::local_state_lease_for_other_pr_ignored ... ok
test task_250_review_state_tests::local_state_lease_takes_precedence_over_story ... ok
test task_250_review_state_tests::local_state_not_started_with_no_signals ... ok
test task_250_review_state_tests::parse_merged_pr_empty_is_none ... ok
test task_250_review_state_tests::parse_merged_pr_with_timestamp ... ok
test task_250_review_state_tests::parse_merged_pr_without_timestamp ... ok
test task_250_review_state_tests::parse_review_decision_approved_with_reviewer ... ok
test task_250_review_state_tests::parse_review_decision_changes_requested ... ok
test task_250_review_state_tests::parse_review_decision_no_reviews ... ok
test task_266_tests::auto_complete_preflight_queue_add_disables_cwd_scope_derivation ... ok
test task_266_tests::parses_spec_id_from_aida_add_output ... ok
test task_266_tests::returns_none_for_empty_id_value ... ok
test task_266_tests::returns_none_when_no_id_line ... ok
test task_304_ultraplan_cadence_tests::config_absent_defaults_on_demand ... ok
test task_304_ultraplan_cadence_tests::config_never_mode_parses ... ok
test task_304_ultraplan_cadence_tests::config_suggested_mode_with_custom_threshold ... ok
test task_304_ultraplan_cadence_tests::config_unknown_mode_falls_back ... ok
test task_304_ultraplan_cadence_tests::counts_acceptance_bullets_only ... ok
test task_304_ultraplan_cadence_tests::counts_checked_and_unchecked ... ok
test task_304_ultraplan_cadence_tests::counts_zero_without_acceptance_section ... ok
test task_304_ultraplan_cadence_tests::detects_design_sections ... ok
test task_304_ultraplan_cadence_tests::hint_fires_on_thin_spec ... ok
test task_304_ultraplan_cadence_tests::hint_fires_suggested_over_threshold ... ok
test task_304_ultraplan_cadence_tests::hint_respects_custom_threshold ... ok
test task_304_ultraplan_cadence_tests::hint_silent_at_threshold_boundary ... ok
test task_304_ultraplan_cadence_tests::hint_silent_never ... ok
test task_304_ultraplan_cadence_tests::hint_silent_on_demand ... ok
test task_304_ultraplan_cadence_tests::hint_silent_on_well_specified_spec ... ok
test task_304_ultraplan_cadence_tests::is_spec_thin_classification ... ok
test task_304_ultraplan_cadence_tests::mode_tokens_parse ... ok
test task_304_ultraplan_cadence_tests::scaffolded_block_is_on_demand ... ok
test task_304_ultraplan_cadence_tests::suggest_threshold_token_parsing ... ok
test task_304_ultraplan_cadence_tests::threshold_token_parses_and_rejects ... ok
test task_304_ultraplan_cadence_tests::tolerates_acceptance_criteria_heading ... ok
test task_358_escalation_cleanup_tests::auto_release_disabled_always_reports_live ... ok
test task_358_escalation_cleanup_tests::auto_release_dormant_missing_worktree_is_safely_dormant ... ok
test task_140_squash_subject_tests::branch_head_commit_message_reads_branch_not_cwd_head ... ok
test task_358_escalation_cleanup_tests::cleanup_skips_escalated_lease_for_other_spec ... ok
test task_358_escalation_cleanup_tests::cleanup_skips_lease_without_marker ... ok
test task_358_escalation_cleanup_tests::legacy_lease_without_field_deserializes_with_none ... ok
test task_358_escalation_cleanup_tests::auto_release_fresh_lease_is_live ... ok
test task_358_escalation_cleanup_tests::mark_lease_escalated_to_human_stamps_marker ... ok
test task_471_stale_base_preflight_tests::classify_with_gitignore_refuses_heuristic_target_dir ... ok
test task_471_stale_base_preflight_tests::classify_with_gitignore_refuses_project_specific_generated_dir ... ok
test task_471_stale_base_preflight_tests::git_path_is_ignored_honors_dot_gitignore ... ok
test task_471_stale_base_preflight_tests::file_sets_exclude_base_only_files_from_pr_side ... ok
test task_475_store_behind_tests::behind_count_counts_origin_ahead ... ok
test task_475_store_behind_tests::behind_count_zero_and_none_cases ... ok
test task_486_cross_platform_ci_status_tests::green_recent_cross_platform_ci_marks_release_ready ... ok
test task_486_cross_platform_ci_status_tests::red_cross_platform_ci_blocks_release_and_reports_last_green ... ok
test task_486_cross_platform_ci_status_tests::stale_green_cross_platform_ci_blocks_release ... ok
test task_486_cross_platform_ci_status_tests::unreachable_gh_reports_unknown_without_blocking_status_command ... ok
test task_471_stale_base_preflight_tests::preflight_detects_real_stale_overlap_before_reviewer_launch ... ok
test task_490_status_in_progress_tests::split_surfaces_in_progress_first_and_excludes_them_from_next_up_counter ... ok
test task_490_status_in_progress_tests::split_with_no_in_progress_leaves_next_up_total_unchanged ... ok
test task_492_brief_tests::banner_scan_does_not_warn_when_agent_type_is_ambiguous ... ok
test task_492_brief_tests::blocked_by_flags_parse_on_add_and_edit ... ok
test task_492_brief_tests::brief_cli_parses_canonical_create_shape ... ok
test task_492_brief_tests::brief_cli_parses_list_and_ack_subcommands ... ok
test task_492_brief_tests::brief_depends_on_persists_orders_and_blocks_until_prereq_acked ... ok
test task_492_brief_tests::brief_depends_on_validates_target_and_rejects_cycles ... ok
test task_492_brief_tests::create_brief_writes_frontmatter_sections_and_relationships ... ok
test task_492_brief_tests::findings_delta_empty_baseline_counts_all_as_new ... ok
test task_492_brief_tests::findings_delta_first_run_is_none ... ok
test task_492_brief_tests::findings_delta_is_dedup_safe ... ok
test task_492_brief_tests::findings_delta_mixed_new_and_resolved ... ok
test task_492_brief_tests::findings_delta_unchanged_is_quiet ... ok
test task_492_brief_tests::headless_log_len_tracks_session_log_growth ... ok
test task_492_brief_tests::invalid_agent_names_are_rejected ... ok
test task_492_brief_tests::last_findings_round_trip_and_noop ... ok
test task_492_brief_tests::last_status_at_noop_without_aida_dir ... ok
test task_492_brief_tests::last_status_at_round_trip ... ok
test task_492_brief_tests::list_excludes_acked_by_default_and_ack_renames_file ... ok
test story_465_awaiting_report_tests::empty_state_produces_hidden_report ... ok
